Transaction_ID,Name,Platform,Publisher,Developer,Genre,Release_Date,Selling_Price,Discount,Region_Sales,Sales_Date,Rating
baa494c0,Super Mario,PS5,Rockstar Games,Blizzard Entertainment,Role Playing,2022-04-27,31.6,33,America,2020-02-05,3
584c6426,Minecraft,PC,Epic Games,Nintendo EAD,Sports,2021-01-14,44.07,45,Asia,2019-05-16,1
4db4ac53,Call of Duty,XBox One,Ubisoft,Valve,First Person Shooter,2023-12-05,22.45,44,America,2020-09-04,7
27442347,Call of Duty,PS4,Epic Games,Infinity Ward,Sports,2019-02-28,53.59,45,America,2021-01-31,3
c7d5219d,Fortnite,PS4,Microsoft,Infinity Ward,Sports,2021-06-17,27.17,41,Asia,2023-11-02,4
ecbb7120,Madden NFL,XBox One,Activision,Nintendo EAD,Simulation,2023-09-06,41.39,3,Europe,2023-06-03,2
cfe85a07,Grand Theft Auto,XBox One,Valve,Rockstar North,Role Playing,2022-04-09,30.11,34,America,2021-06-23,5
5aa7127c,Counter-Strike,Mobile,Activision,Respawn Entertainment,Strategy,2023-01-25,40.8,3,Asia,2022-02-17,6
e1984869,Minecraft,Nintendo Switch,Activision,Ubisoft Montreal,Sports,2021-04-13,50.81,13,Europe,2023-11-07,10
70466a1d,Grand Theft Auto,PS4,Nintendo,Nintendo EAD,Simulation,2019-06-04,20.02,33,America,2023-11-26,7
805f2cff,World of Warcraft,PC,Microsoft,Nintendo EAD,Role Playing,2019-04-03,55.09,46,America,2021-02-05,9
5643a197,Assassin's Creed,PS4,Nintendo,Epic Games,Simulation,2019-12-01,42.93,32,Europe,2020-06-09,9
43d91518,Pokemon,Nintendo Switch,Blizzard Entertainment,Game Freak,Strategy,2021-06-13,27.6,36,America,2021-11-18,10
c0502aca,World of Warcraft,PC,Microsoft,Rockstar North,First Person Shooter,2023-05-06,46.63,40,Europe,2020-12-15,2
acae90b8,Overwatch,PC,Epic Games,Game Freak,First Person Shooter,2021-04-15,21.65,48,America,2022-12-05,1
04dfd372,Pokemon,PC,Electronic Arts,Rockstar North,First Person Shooter,2021-04-03,39.3,46,Asia,2019-12-06,10
fc0e85d1,Call of Duty,Mobile,Nintendo,Game Freak,Strategy,2022-01-20,46.67,47,Europe,2023-08-18,7
95584c57,FIFA,Nintendo Switch,Nintendo,Epic Games,Role Playing,2022-06-18,41.63,2,America,2023-11-04,2
ac9e4d7d,FIFA,PS4,Ubisoft,Rockstar North,Role Playing,2023-06-27,29.48,18,America,2022-10-16,10
b7c02fb3,Battlefield,Mobile,Blizzard Entertainment,Nintendo EAD,Simulation,2020-10-29,43.8,16,America,2022-07-03,7
0269dd5d,World of Warcraft,PS5,Activision,EA Sports,First Person Shooter,2023-04-02,38.95,40,Asia,2019-07-22,9
fa2942ef,Battlefield,PC,Blizzard Entertainment,Valve,Role Playing,2024-01-26,53.34,4,America,2022-05-06,1
56626ed2,Grand Theft Auto,XBox One,Microsoft,Nintendo EAD,Simulation,2022-08-21,49.74,3,America,2023-05-19,5
85f735ee,Pokemon,Nintendo Switch,Microsoft,Infinity Ward,Simulation,2019-07-03,24.24,18,Europe,2020-10-11,6
3dd823e8,Call of Duty,PC,Electronic Arts,Ubisoft Montreal,Strategy,2021-01-30,33.91,3,America,2020-05-11,1
46904651,Super Mario,Nintendo Switch,Nintendo,EA Sports,First Person Shooter,2022-07-30,59.37,17,Asia,2021-04-24,6
b0d1c236,Fortnite,XBox One,Microsoft,Game Freak,First Person Shooter,2023-07-20,29.46,15,Europe,2022-12-24,3
d24787dc,League of Legends,PC,Nintendo,Valve,Strategy,2024-02-03,25.98,4,Europe,2020-02-27,2
5257451a,Pokemon,PS4,Rockstar Games,Respawn Entertainment,Simulation,2021-08-25,58.41,22,Europe,2019-07-27,2
1c65318c,Grand Theft Auto,Nintendo Switch,Ubisoft,Nintendo EAD,Role Playing,2023-03-14,51.53,25,Asia,2022-05-22,3
3093eefd,Overwatch,PC,Epic Games,Rockstar North,Role Playing,2019-04-29,56.61,24,Asia,2023-08-21,1
f75cca3e,Grand Theft Auto,PC,Blizzard Entertainment,Infinity Ward,Role Playing,2022-12-15,21.89,32,Europe,2019-09-04,4
95e3d736,Call of Duty,Nintendo Switch,Activision,Ubisoft Montreal,Role Playing,2023-12-22,28.51,21,Europe,2022-06-24,7
54c3875b,Minecraft,XBox One,Microsoft,Epic Games,Sports,2019-07-17,47.19,4,Asia,2021-01-19,1
fd663db7,Fortnite,Nintendo Switch,Electronic Arts,Respawn Entertainment,First Person Shooter,2021-08-29,48.81,43,Asia,2022-12-04,9
32729401,Battlefield,PS5,Ubisoft,Ubisoft Montreal,First Person Shooter,2023-05-23,50.39,13,America,2021-02-26,2
1758c2f3,Battlefield,PS4,Ubisoft,Respawn Entertainment,Sports,2020-07-18,36.13,21,Europe,2022-08-02,7
5183b5bc,Madden NFL,XBox One,Blizzard Entertainment,Nintendo EAD,First Person Shooter,2021-11-29,43.69,12,Europe,2021-06-09,5
3658581e,Super Mario,Mobile,Epic Games,Blizzard Entertainment,Strategy,2021-12-03,54.78,33,Asia,2023-04-07,2
9ae9e1cf,Call of Duty,Mobile,Blizzard Entertainment,Game Freak,Simulation,2021-02-13,43.86,40,Europe,2022-04-03,9
28c1ffd6,Battlefield,PS4,Electronic Arts,Valve,First Person Shooter,2021-07-19,45.8,41,America,2023-04-23,1
24fe5421,Fortnite,PS4,Rockstar Games,Rockstar North,Sports,2024-02-14,20.69,6,Asia,2020-06-22,5
7089f9dd,The Legend of Zelda,Mobile,Microsoft,Epic Games,Strategy,2022-10-13,58.73,17,America,2021-01-02,5
7eda0a4c,Counter-Strike,Nintendo Switch,Nintendo,Nintendo EAD,Simulation,2021-01-10,34.3,32,America,2022-03-23,7
fdebd99d,The Legend of Zelda,PS5,Electronic Arts,Epic Games,Role Playing,2022-05-05,31.71,41,Europe,2021-01-10,1
65d965fc,Counter-Strike,PC,Epic Games,Game Freak,First Person Shooter,2022-11-11,42.32,13,America,2019-03-22,9
b939cd71,FIFA,PS5,Blizzard Entertainment,Game Freak,Sports,2021-01-29,50.69,30,Asia,2023-04-08,2
e268ab40,Fortnite,XBox One,Valve,Ubisoft Montreal,Role Playing,2022-04-03,27.66,19,Europe,2023-08-13,10
2e6ba1b4,Madden NFL,PS5,Nintendo,Respawn Entertainment,Strategy,2021-12-13,37.53,29,Asia,2021-02-20,8
564280e6,Pokemon,PS4,Epic Games,Blizzard Entertainment,First Person Shooter,2022-10-02,41.65,20,Europe,2024-01-09,2
a0654556,Battlefield,PC,Ubisoft,Valve,First Person Shooter,2020-05-29,53.79,22,Asia,2019-04-12,5
a1a94ac1,Super Mario,PS5,Activision,Game Freak,Sports,2020-03-19,59.62,32,Europe,2019-03-27,1
3b5a1d0e,Overwatch,PC,Activision,Epic Games,Strategy,2020-03-05,37.28,3,America,2020-12-14,9
a36ae7cc,League of Legends,PS5,Rockstar Games,EA Sports,Strategy,2022-07-24,42.78,12,Asia,2021-04-19,4
f0ac0624,World of Warcraft,Mobile,Ubisoft,Nintendo EAD,Role Playing,2019-11-17,40.11,2,Europe,2022-09-01,5
244fba8d,Grand Theft Auto,PC,Rockstar Games,EA Sports,First Person Shooter,2023-02-21,39.19,39,Asia,2023-08-22,7
2e85fdec,Battlefield,PS5,Activision,Epic Games,Simulation,2023-12-27,48.84,40,America,2019-03-19,10
05443f96,Battlefield,XBox One,Blizzard Entertainment,Ubisoft Montreal,Sports,2019-10-28,20.78,0,Europe,2022-10-05,6
7490515f,The Legend of Zelda,PC,Nintendo,Game Freak,Strategy,2019-07-01,24.73,6,America,2022-08-21,5
cab2aa13,Super Mario,Nintendo Switch,Microsoft,Blizzard Entertainment,Role Playing,2019-09-03,38.88,25,America,2021-07-30,5
78875001,Grand Theft Auto,PS4,Epic Games,Nintendo EAD,First Person Shooter,2019-07-24,36.58,33,Asia,2023-02-04,10
d530ef32,Madden NFL,PC,Valve,Ubisoft Montreal,Simulation,2024-01-24,45.71,20,America,2023-08-28,6
ca5e5fd4,Madden NFL,Mobile,Electronic Arts,EA Sports,Role Playing,2022-01-15,21.4,24,America,2023-10-18,1
ac11d40f,Grand Theft Auto,PS4,Electronic Arts,Rockstar North,Simulation,2021-12-13,24.52,18,Asia,2020-02-14,7
5fafbbcf,Battlefield,PS5,Rockstar Games,Game Freak,Sports,2021-04-12,50.0,28,America,2023-08-03,1
a974342d,Overwatch,PS5,Nintendo,Blizzard Entertainment,First Person Shooter,2021-01-29,37.11,7,Asia,2019-07-05,10
d1f765f9,Call of Duty,PS5,Nintendo,EA Sports,First Person Shooter,2020-05-15,55.54,31,America,2021-06-29,6
46b72591,Grand Theft Auto,PS5,Rockstar Games,Blizzard Entertainment,Strategy,2022-12-26,24.92,28,America,2023-02-23,9
c500a09a,World of Warcraft,Mobile,Valve,Ubisoft Montreal,Strategy,2023-02-14,29.24,35,Europe,2019-04-12,1
a4a8a1b2,Battlefield,PS5,Blizzard Entertainment,Rockstar North,Role Playing,2019-07-02,56.76,16,Europe,2024-01-05,7
e462c1a7,Fortnite,XBox One,Epic Games,Game Freak,Strategy,2020-01-22,32.12,2,Asia,2019-12-01,3
6f49cd64,Madden NFL,PS4,Ubisoft,Game Freak,Sports,2020-05-03,58.76,5,Asia,2023-02-06,8
060e32c7,Battlefield,PC,Ubisoft,Respawn Entertainment,First Person Shooter,2020-04-06,25.26,38,America,2023-05-28,5
1d666659,Overwatch,XBox One,Rockstar Games,Ubisoft Montreal,Simulation,2021-04-09,43.81,2,America,2021-01-28,6
b516d308,Madden NFL,XBox One,Microsoft,Nintendo EAD,Sports,2019-05-06,21.73,9,Europe,2022-03-19,7
711d4539,Counter-Strike,XBox One,Rockstar Games,Infinity Ward,Sports,2023-09-19,39.36,29,Asia,2022-12-11,7
49cf61ed,Super Mario,XBox One,Valve,Epic Games,Simulation,2021-06-02,46.61,50,Asia,2023-12-07,10
aefaa881,World of Warcraft,XBox One,Epic Games,Epic Games,Strategy,2023-06-06,58.19,42,Asia,2023-02-24,9
62461571,Madden NFL,PS4,Microsoft,Valve,Role Playing,2019-03-06,42.35,6,America,2022-01-17,4
01e302d0,The Legend of Zelda,PC,Nintendo,Nintendo EAD,First Person Shooter,2021-09-26,57.17,25,Europe,2022-10-13,10
e5a96f35,Minecraft,PS4,Electronic Arts,Ubisoft Montreal,First Person Shooter,2020-09-05,52.74,38,Asia,2019-04-14,9
4bf468cd,Grand Theft Auto,Mobile,Blizzard Entertainment,Infinity Ward,Strategy,2019-08-14,34.97,33,Asia,2021-10-19,6
2d5e20ef,Madden NFL,PC,Epic Games,Valve,First Person Shooter,2021-11-26,32.04,44,Europe,2021-12-07,10
f7ea59b6,World of Warcraft,XBox One,Rockstar Games,Blizzard Entertainment,Sports,2023-11-27,21.54,35,Asia,2023-01-23,1
b831b3db,FIFA,Mobile,Blizzard Entertainment,Epic Games,Role Playing,2021-09-07,25.67,41,Europe,2022-03-15,8
ab6c23b0,Overwatch,XBox One,Blizzard Entertainment,Blizzard Entertainment,Role Playing,2019-10-22,51.12,45,America,2020-07-01,5
8b5b73f1,Super Mario,PS5,Valve,Ubisoft Montreal,Role Playing,2023-06-02,24.67,13,Europe,2022-06-17,3
15dfb3aa,Call of Duty,Nintendo Switch,Nintendo,Ubisoft Montreal,Role Playing,2021-04-02,56.41,30,Asia,2023-11-03,10
dd1a9c63,Super Mario,Nintendo Switch,Activision,Game Freak,First Person Shooter,2020-12-13,44.45,44,Asia,2021-09-02,5
c47a35c8,Assassin's Creed,Mobile,Activision,Ubisoft Montreal,Role Playing,2023-02-18,37.45,6,Europe,2021-10-01,2
f65a9c76,The Legend of Zelda,PS4,Nintendo,Ubisoft Montreal,Role Playing,2019-06-09,39.11,27,America,2019-04-19,5
6f0ffcf4,The Legend of Zelda,PS4,Valve,Epic Games,Role Playing,2023-11-24,32.62,5,Asia,2024-01-15,3
166304e8,Super Mario,PC,Nintendo,Infinity Ward,Role Playing,2022-08-01,37.02,6,America,2020-07-23,10
7d0b3b50,Battlefield,PS5,Electronic Arts,Epic Games,Role Playing,2021-06-29,27.13,23,Asia,2020-10-29,1
b6849f3a,Assassin's Creed,PC,Ubisoft,Game Freak,Sports,2021-01-27,57.56,33,Asia,2019-08-30,5
03f37ba6,Fortnite,PS5,Nintendo,Nintendo EAD,Simulation,2022-02-06,27.23,24,Europe,2019-11-07,10
9642e04f,Minecraft,Nintendo Switch,Microsoft,Blizzard Entertainment,First Person Shooter,2021-10-17,44.36,27,Asia,2023-07-05,6
ffa029c4,Super Mario,Nintendo Switch,Rockstar Games,Infinity Ward,Simulation,2022-07-17,33.27,33,America,2021-10-04,8
760762e1,Madden NFL,PS5,Activision,Epic Games,Role Playing,2020-03-16,28.62,27,Asia,2021-12-18,8
a7b82d37,Super Mario,PC,Blizzard Entertainment,Game Freak,Strategy,2022-06-20,45.41,7,Asia,2023-02-11,7
e81d03da,The Legend of Zelda,PS4,Valve,Ubisoft Montreal,Role Playing,2021-01-01,46.4,5,America,2020-06-14,3
009acad6,The Legend of Zelda,Mobile,Blizzard Entertainment,Nintendo EAD,First Person Shooter,2020-07-17,37.58,36,America,2022-06-12,6
2f926591,Call of Duty,PS5,Valve,Respawn Entertainment,First Person Shooter,2021-02-02,21.18,36,Asia,2021-09-20,4
7929043a,Counter-Strike,PS5,Microsoft,Rockstar North,Role Playing,2023-10-07,39.96,30,America,2023-02-11,9
6daaa510,The Legend of Zelda,PS5,Rockstar Games,Valve,Sports,2021-11-12,39.22,24,America,2020-11-02,5
16aad46c,Overwatch,PC,Electronic Arts,Nintendo EAD,Sports,2022-08-15,35.55,28,America,2022-05-11,8
a85d87e0,Fortnite,PS4,Epic Games,EA Sports,Simulation,2019-08-21,41.65,22,America,2021-08-14,7
a004c472,Minecraft,PC,Rockstar Games,Respawn Entertainment,Role Playing,2022-02-06,47.39,37,Europe,2021-01-14,7
3fb5c3d2,Super Mario,XBox One,Valve,Respawn Entertainment,First Person Shooter,2021-01-10,33.03,47,Asia,2023-07-01,10
2f26f907,FIFA,XBox One,Electronic Arts,Blizzard Entertainment,Role Playing,2021-06-13,43.89,45,Asia,2020-09-04,2
12f2c1d2,Madden NFL,PS5,Activision,Rockstar North,Simulation,2020-12-10,44.03,33,Europe,2022-03-26,10
9caaa4aa,Minecraft,PS5,Nintendo,Respawn Entertainment,Simulation,2019-04-22,33.05,12,Asia,2019-05-13,6
66aa40ce,Fortnite,PS5,Blizzard Entertainment,Valve,First Person Shooter,2023-07-15,23.86,42,Europe,2022-05-08,4
47224c06,Counter-Strike,PS4,Ubisoft,Infinity Ward,Role Playing,2022-07-22,52.96,12,America,2023-01-12,1
4562013c,Pokemon,PS4,Ubisoft,Infinity Ward,Sports,2020-10-25,29.27,10,Asia,2023-07-19,2
7407d38c,Overwatch,PS5,Electronic Arts,Ubisoft Montreal,First Person Shooter,2023-10-22,29.01,26,Europe,2022-04-10,7
80b67913,Counter-Strike,PS4,Nintendo,EA Sports,Strategy,2020-04-09,20.24,4,Asia,2020-01-14,5
724c5849,Super Mario,Nintendo Switch,Nintendo,Blizzard Entertainment,Role Playing,2019-11-25,53.22,30,Asia,2021-08-20,8
a103978b,Pokemon,PS5,Nintendo,Blizzard Entertainment,Simulation,2019-10-10,58.78,2,America,2020-02-10,3
a0c6dd80,Fortnite,Nintendo Switch,Microsoft,Valve,First Person Shooter,2022-09-10,31.5,46,Europe,2023-09-03,9
1e6490ca,Call of Duty,PC,Microsoft,EA Sports,First Person Shooter,2020-02-04,49.15,20,Europe,2022-01-22,7
d8021b42,FIFA,Nintendo Switch,Ubisoft,Infinity Ward,Role Playing,2020-10-25,28.73,1,Europe,2020-10-11,2
d3b29e1f,Battlefield,PC,Blizzard Entertainment,Valve,Role Playing,2020-10-12,26.65,21,America,2022-04-01,8
d1032e1a,Minecraft,Mobile,Rockstar Games,Nintendo EAD,First Person Shooter,2021-03-04,53.16,34,America,2021-11-09,5
ea48ae47,Grand Theft Auto,PC,Blizzard Entertainment,Blizzard Entertainment,Role Playing,2020-04-28,55.98,13,America,2019-11-28,7
649a2ca1,League of Legends,PS5,Nintendo,Valve,Simulation,2021-10-14,22.25,23,Asia,2021-08-09,9
f4867d15,Minecraft,PS5,Valve,Nintendo EAD,First Person Shooter,2019-04-17,49.64,12,Asia,2023-07-12,6
2d2c6793,Call of Duty,PC,Nintendo,Rockstar North,Simulation,2021-05-28,35.78,16,Europe,2022-07-11,10
579a8e3d,FIFA,PS4,Microsoft,Valve,Role Playing,2022-02-20,46.34,22,Europe,2023-07-09,1
867f8167,League of Legends,XBox One,Nintendo,Ubisoft Montreal,Role Playing,2022-03-13,57.86,41,Europe,2023-09-17,3
e9b9a6c6,Overwatch,Nintendo Switch,Blizzard Entertainment,Nintendo EAD,Sports,2019-11-19,57.22,34,Asia,2021-11-22,7
6ac507ec,Fortnite,PC,Rockstar Games,Epic Games,Strategy,2019-04-18,22.72,4,Europe,2023-02-20,3
92e80477,World of Warcraft,XBox One,Blizzard Entertainment,Rockstar North,Strategy,2021-09-10,48.69,37,America,2019-04-22,10
f61f41fa,Madden NFL,PS5,Rockstar Games,Blizzard Entertainment,Strategy,2022-02-17,38.89,22,Europe,2022-05-26,8
bf795da1,Fortnite,PS5,Activision,Blizzard Entertainment,Strategy,2020-01-23,56.93,27,America,2020-10-04,7
0658a8ba,Overwatch,Mobile,Microsoft,Ubisoft Montreal,Strategy,2022-12-10,45.6,20,Europe,2021-08-10,2
bedf638f,League of Legends,Mobile,Microsoft,Nintendo EAD,Sports,2021-01-31,45.33,28,America,2022-12-01,2
e2befc21,Pokemon,PC,Nintendo,Valve,Simulation,2019-06-14,38.53,45,Europe,2019-09-21,7
f97e0ae0,FIFA,PS4,Valve,Nintendo EAD,Role Playing,2021-05-04,26.28,9,America,2020-07-26,7
c200b23b,Overwatch,PC,Ubisoft,Infinity Ward,Strategy,2021-11-02,50.9,34,America,2023-12-15,3
6cede7a3,Battlefield,Nintendo Switch,Nintendo,Infinity Ward,Strategy,2021-10-31,41.44,23,Asia,2019-09-17,9
e42a9af6,League of Legends,Mobile,Epic Games,Infinity Ward,Strategy,2019-09-26,41.82,15,America,2021-09-01,7
5397eaf1,The Legend of Zelda,XBox One,Valve,Valve,Role Playing,2023-10-11,29.86,23,Asia,2021-08-26,7
95a092a0,Minecraft,PS4,Ubisoft,EA Sports,Simulation,2020-01-24,33.86,15,Europe,2021-04-03,1
c5673973,Call of Duty,Mobile,Electronic Arts,Valve,Simulation,2023-12-02,32.84,15,Asia,2020-01-28,4
ececcb7d,World of Warcraft,PC,Activision,Ubisoft Montreal,Role Playing,2022-08-16,47.0,37,Asia,2022-07-27,5
e416bdc2,Overwatch,Nintendo Switch,Ubisoft,Game Freak,Strategy,2023-12-01,42.17,41,Asia,2022-12-21,10
84432648,Call of Duty,Nintendo Switch,Rockstar Games,Infinity Ward,Simulation,2023-11-06,26.84,37,America,2020-02-12,9
fdfa1257,Pokemon,PS4,Epic Games,Rockstar North,Sports,2020-12-28,43.38,49,Asia,2019-08-20,3
71b5b0cc,Battlefield,Nintendo Switch,Blizzard Entertainment,Epic Games,Sports,2021-09-26,32.21,48,Europe,2021-11-05,5
2e0f8fd3,Madden NFL,Nintendo Switch,Nintendo,Epic Games,Sports,2023-01-21,47.25,32,America,2022-07-29,7
555c82ab,Pokemon,Nintendo Switch,Blizzard Entertainment,Infinity Ward,Strategy,2023-08-20,33.85,10,America,2020-04-07,9
937dc2df,Counter-Strike,Nintendo Switch,Blizzard Entertainment,Nintendo EAD,Role Playing,2021-11-11,48.51,18,Europe,2020-10-03,10
26cf85bd,World of Warcraft,PC,Valve,Nintendo EAD,First Person Shooter,2022-04-05,32.51,10,Asia,2019-07-18,7
7371e27b,World of Warcraft,Mobile,Microsoft,Infinity Ward,Role Playing,2023-11-25,36.24,24,America,2019-07-24,8
606a4cc2,World of Warcraft,Mobile,Electronic Arts,Epic Games,Simulation,2019-07-16,59.1,25,America,2021-01-29,1
63910bfb,Counter-Strike,PS4,Electronic Arts,EA Sports,Sports,2021-10-07,33.11,42,Asia,2022-01-18,2
6bcfa1e0,The Legend of Zelda,XBox One,Nintendo,Ubisoft Montreal,Simulation,2022-11-03,34.73,9,Asia,2022-10-22,7
027a0813,Fortnite,XBox One,Activision,Ubisoft Montreal,Strategy,2020-05-08,23.36,6,Europe,2022-03-24,6
b0816df3,Overwatch,Nintendo Switch,Activision,Rockstar North,Simulation,2021-05-15,22.66,29,Asia,2019-06-26,7
362b2884,FIFA,Mobile,Epic Games,Epic Games,First Person Shooter,2019-06-24,33.44,49,Asia,2020-09-28,3
6628efab,Counter-Strike,PC,Nintendo,EA Sports,Strategy,2020-09-07,22.09,44,Europe,2019-11-20,8
e0285381,Battlefield,Nintendo Switch,Ubisoft,EA Sports,First Person Shooter,2020-07-18,54.07,30,Europe,2020-02-07,8
dad65ee6,Fortnite,Nintendo Switch,Epic Games,EA Sports,Role Playing,2023-11-25,21.89,21,Asia,2020-10-08,5
7d56c517,League of Legends,Mobile,Valve,Valve,First Person Shooter,2021-02-06,32.34,35,Europe,2019-10-18,1
b1b693e3,Fortnite,PC,Valve,Ubisoft Montreal,Role Playing,2021-01-16,23.71,2,Asia,2019-05-10,3
d1704e47,Counter-Strike,PS5,Activision,Infinity Ward,Strategy,2020-12-17,37.93,4,Europe,2021-08-16,2
39f04f01,Super Mario,Mobile,Activision,Infinity Ward,First Person Shooter,2023-09-21,32.29,43,Europe,2023-01-26,6
0e851185,FIFA,PS4,Microsoft,Valve,Strategy,2020-06-09,38.86,21,Asia,2022-08-23,8
ee59791e,World of Warcraft,XBox One,Nintendo,Respawn Entertainment,Simulation,2023-03-04,50.59,34,America,2020-07-13,3
c8c307a8,Battlefield,PC,Valve,Rockstar North,Simulation,2019-05-06,45.55,17,America,2022-09-18,4
d0df59d3,Minecraft,XBox One,Blizzard Entertainment,EA Sports,Strategy,2020-05-03,34.26,27,America,2021-10-14,2
f01349f2,Pokemon,PC,Microsoft,Respawn Entertainment,Role Playing,2020-02-12,25.65,27,America,2021-10-13,3
92b099a7,Minecraft,Mobile,Blizzard Entertainment,Ubisoft Montreal,First Person Shooter,2022-02-26,37.53,35,Asia,2022-11-12,6
69389a88,Counter-Strike,PC,Epic Games,Nintendo EAD,Strategy,2020-11-08,41.16,31,Europe,2021-05-22,3
319658a7,Overwatch,PS5,Rockstar Games,Respawn Entertainment,Role Playing,2022-05-02,49.73,38,America,2023-08-27,5
07a2363b,Fortnite,Nintendo Switch,Nintendo,Epic Games,Strategy,2023-05-03,49.29,13,America,2019-04-29,3
6f7630ae,Overwatch,PS4,Activision,Blizzard Entertainment,Role Playing,2020-06-24,24.49,0,Asia,2020-11-16,4
75c4f20a,World of Warcraft,PS5,Valve,Ubisoft Montreal,Role Playing,2020-09-26,51.58,49,America,2023-04-20,6
a7771fd2,Minecraft,XBox One,Rockstar Games,Valve,Role Playing,2023-11-01,38.45,12,Europe,2021-11-08,3
335ea81f,Pokemon,PS4,Microsoft,Infinity Ward,First Person Shooter,2020-05-19,34.26,0,America,2024-02-06,6
a95207af,Grand Theft Auto,Nintendo Switch,Rockstar Games,Epic Games,Strategy,2020-10-17,32.01,9,Asia,2022-06-29,7
c967cb7a,The Legend of Zelda,Mobile,Nintendo,Epic Games,Strategy,2019-09-28,52.23,50,Europe,2022-06-11,1
48f034b8,Overwatch,PS5,Ubisoft,Game Freak,Strategy,2020-12-01,42.84,32,Europe,2022-06-06,1
07172a47,Counter-Strike,PC,Epic Games,Nintendo EAD,First Person Shooter,2023-11-19,27.98,21,America,2021-09-20,9
eb4ec5b8,Overwatch,XBox One,Ubisoft,EA Sports,Role Playing,2021-10-18,31.58,13,America,2022-12-03,6
4f27e548,Counter-Strike,PS5,Rockstar Games,Epic Games,Strategy,2022-05-19,56.05,10,America,2023-07-06,9
136bf182,World of Warcraft,PS5,Electronic Arts,Respawn Entertainment,Strategy,2023-02-18,28.13,29,Europe,2022-07-16,10
f3e830d5,Battlefield,PS4,Epic Games,Game Freak,First Person Shooter,2019-11-04,33.33,11,Asia,2021-06-10,5
296e1872,Grand Theft Auto,XBox One,Nintendo,Ubisoft Montreal,Sports,2020-12-12,39.53,30,Europe,2021-08-22,10
1646c21f,League of Legends,XBox One,Blizzard Entertainment,Epic Games,Strategy,2020-04-02,41.37,48,America,2023-07-02,7
6a720247,League of Legends,XBox One,Rockstar Games,Ubisoft Montreal,Strategy,2021-03-09,28.89,24,Asia,2019-10-18,2
a74a37a2,Minecraft,PS4,Microsoft,EA Sports,First Person Shooter,2023-11-09,24.99,27,Europe,2023-01-20,8
bb5f9666,Overwatch,XBox One,Electronic Arts,Nintendo EAD,Sports,2020-12-13,28.71,37,Asia,2019-08-11,3
333542dd,Pokemon,PS4,Epic Games,Ubisoft Montreal,Sports,2021-12-17,23.33,35,Asia,2022-10-02,2
03aa8f8e,Super Mario,PC,Activision,Valve,Sports,2022-04-13,51.5,41,America,2023-04-15,6
df99ca55,Call of Duty,PS4,Rockstar Games,Epic Games,Strategy,2023-04-09,47.54,14,Europe,2021-06-13,1
f5163826,Minecraft,Nintendo Switch,Ubisoft,Game Freak,Role Playing,2020-09-08,29.59,16,America,2019-04-02,6
108bc56c,Minecraft,Mobile,Microsoft,Epic Games,Role Playing,2022-08-30,45.77,20,Europe,2021-09-08,3
1e362316,The Legend of Zelda,XBox One,Epic Games,Valve,First Person Shooter,2024-02-22,56.74,4,Asia,2023-05-27,1
fc80e7de,Overwatch,Nintendo Switch,Blizzard Entertainment,Valve,Simulation,2021-01-23,59.22,40,Europe,2023-09-26,6
910c0705,Madden NFL,Nintendo Switch,Microsoft,Nintendo EAD,Simulation,2022-04-05,37.08,23,Europe,2020-12-28,4
3986088d,League of Legends,PC,Microsoft,Ubisoft Montreal,Role Playing,2022-07-06,21.5,47,Europe,2021-10-24,6
56803382,League of Legends,PS5,Valve,Infinity Ward,Role Playing,2022-05-07,38.98,45,Asia,2022-12-19,4
c266cc8f,Counter-Strike,PC,Microsoft,Game Freak,Role Playing,2023-08-25,41.4,3,Europe,2021-01-14,2
5e5c39b8,Fortnite,Mobile,Nintendo,Ubisoft Montreal,First Person Shooter,2023-01-08,27.0,10,America,2022-09-26,4
861808ba,Assassin's Creed,PS4,Epic Games,Blizzard Entertainment,Strategy,2023-07-01,56.54,20,America,2023-08-15,2
7e1ff932,Assassin's Creed,Mobile,Blizzard Entertainment,Valve,Role Playing,2020-05-02,22.73,8,America,2020-07-08,9
dcde4794,Assassin's Creed,PS4,Rockstar Games,EA Sports,Strategy,2023-01-11,51.78,33,America,2024-02-02,5
693d1972,Counter-Strike,XBox One,Epic Games,Game Freak,Simulation,2023-08-27,39.2,23,Europe,2019-06-29,6
23f39532,The Legend of Zelda,Nintendo Switch,Ubisoft,Nintendo EAD,First Person Shooter,2020-03-17,39.01,19,Asia,2023-01-29,7
105ced34,Pokemon,PC,Rockstar Games,Respawn Entertainment,Simulation,2020-01-08,20.39,27,Europe,2021-11-28,1
31fe1297,Assassin's Creed,PS5,Nintendo,Infinity Ward,Strategy,2023-06-23,53.09,6,Asia,2021-10-19,6
1c25eb4d,Madden NFL,PC,Ubisoft,Ubisoft Montreal,First Person Shooter,2024-01-03,37.39,15,America,2021-01-09,10
6c2f6dd0,Battlefield,XBox One,Activision,Nintendo EAD,Sports,2019-04-07,32.64,0,Asia,2021-06-15,10
e960d49a,Madden NFL,PC,Nintendo,Game Freak,Simulation,2019-10-09,22.5,34,Europe,2021-10-29,4
eb140b7c,World of Warcraft,PS5,Rockstar Games,Blizzard Entertainment,Role Playing,2022-08-17,27.26,29,Europe,2023-12-19,5
29f765e5,Grand Theft Auto,PS5,Activision,Game Freak,Sports,2023-03-10,37.81,12,America,2021-01-10,3
