SaleID,GameID,PlatformID,Price,DateSold,RegionSalesID,Discounts,Rating
S05359,G32,PL01,39,2019/08/04,1,0.649063721,53
S05360,G17,PL01,27,2019/08/05,1,0.594186001,78
S05361,G32,PL03,51,2019/08/05,1,0.685492927,71
S05362,G42,PL01,11,2019/08/05,1,0.37147472,52
S05363,G36,PL01,11,2019/08/05,3,0.381959837,66
S05364,G19,PL02,59,2019/08/05,2,0.282724511,82
S05365,G40,PL01,36,2019/08/05,2,0.672251221,92
S05366,G15,PL02,48,2019/08/06,1,0.681210093,69
S05367,G48,PL04,47,2019/08/06,2,0.428213217,50
S05368,G11,PL04,82,2019/08/06,3,0.356291548,61
S05369,G30,PL04,47,2019/08/06,1,0.368105728,52
S05370,G17,PL03,39,2019/08/06,2,0.413151602,39
S05371,G15,PL04,63,2019/08/06,2,0.72,31
S05372,G49,PL02,27,2019/08/06,3,0.626050478,60
S05373,G29,PL01,27,2019/08/06,1,0.39351657,84
S05374,G23,PL01,53,2019/08/06,2,0.680507092,47
S05375,G22,PL03,64,2019/08/06,3,0.716388803,75
S05376,G01,PL02,39,2019/08/07,1,0.447784072,96
S05377,G20,PL04,76,2019/08/07,1,0.212941937,49
S05378,G19,PL01,49,2019/08/07,1,0.570240883,41
S05379,G04,PL01,27,2019/08/07,2,0.359376711,45
S05380,G47,PL01,22,2019/08/07,3,0.453638145,97
S05381,G28,PL04,40,2019/08/07,3,0.24528822,39
S05382,G16,PL04,37,2019/08/08,3,0.681742101,83
S05383,G13,PL01,49,2019/08/08,2,0.450501152,37
S05384,G34,PL04,44,2019/08/08,1,0.307604116,58
S05385,G46,PL02,32,2019/08/08,3,0.508680073,99
S05386,G13,PL02,59,2019/08/08,1,0.686821281,47
S05387,G12,PL04,75,2019/08/08,1,0.597642866,89
S05388,G22,PL01,52,2019/08/09,3,0.537621542,41
S05389,G16,PL03,24,2019/08/09,1,0.638527574,60
S05390,G02,PL04,73,2019/08/09,1,0.632854118,93
S05391,G29,PL04,52,2019/08/09,2,0.497527824,46
S05392,G25,PL01,12,2019/08/09,3,0.322583391,68
S05393,G49,PL01,17,2019/08/09,2,0.681681198,70
S05394,G47,PL04,47,2019/08/10,1,0.464904073,36
S05395,G10,PL02,22,2019/08/10,3,0.355155371,37
S05396,G31,PL01,27,2019/08/10,1,0.677068683,79
S05397,G08,PL01,49,2019/08/10,2,0.6,71
S05398,G40,PL03,48,2019/08/10,3,0.288706754,100
S05399,G39,PL01,21,2019/08/11,1,0.476091813,94
S05400,G43,PL02,32,2019/08/11,1,0.591980852,37
S05401,G08,PL03,61,2019/08/11,3,0.250883882,56
S05402,G28,PL04,40,2019/08/11,3,0.694552122,73
S05403,G38,PL02,19,2019/08/11,2,0.615752008,44
S05404,G09,PL02,47,2019/08/11,1,0.676722878,96
S05405,G30,PL02,32,2019/08/11,2,0.696639949,100
S05406,G40,PL03,48,2019/08/11,2,0.579902736,58
S05407,G32,PL01,39,2019/08/11,1,0.485808026,98
S05408,G36,PL02,21,2019/08/12,2,0.333429155,91
S05409,G49,PL03,29,2019/08/12,3,0.604396005,84
S05410,G28,PL02,25,2019/08/12,1,0.548944457,88
S05411,G31,PL02,37,2019/08/12,1,0.517703124,32
S05412,G12,PL02,60,2019/08/12,1,0.430075195,34
S05413,G33,PL02,49,2019/08/13,3,0.227418011,37
S05414,G04,PL04,52,2019/08/13,1,0.455190447,74
S05415,G01,PL03,41,2019/08/13,2,0.654323974,78
S05416,G16,PL01,12,2019/08/13,2,0.65044683,70
S05417,G18,PL03,41,2019/08/13,1,0.562816051,68
S05418,G05,PL03,41,2019/08/13,2,0.664926128,79
S05419,G33,PL03,51,2019/08/13,1,0.655084589,88
S05420,G47,PL01,22,2019/08/13,3,0.678533542,41
S05421,G34,PL04,44,2019/08/14,2,0.24,88
S05422,G25,PL03,24,2019/08/14,2,0.344559743,62
S05423,G41,PL04,74,2019/08/14,3,0.29155483,87
S05424,G34,PL02,29,2019/08/14,1,0.429385764,31
S05425,G29,PL04,52,2019/08/15,3,0.699418193,80
S05426,G22,PL04,77,2019/08/15,1,0.240197436,48
S05427,G39,PL03,33,2019/08/15,2,0.687175395,47
S05428,G03,PL02,22,2019/08/15,1,0.478044379,71
S05429,G36,PL04,36,2019/08/15,2,0.269251746,41
S05430,G21,PL04,76,2019/08/15,2,0.282797994,74
S05431,G15,PL01,38,2019/08/15,1,0.653049853,98
S05432,G48,PL03,34,2019/08/15,2,0.239355097,94
S05433,G36,PL02,21,2019/08/15,1,0.5,46
S05434,G27,PL03,24,2019/08/16,3,0.582447815,41
S05435,G13,PL01,49,2019/08/16,2,0.555192962,35
S05436,G21,PL03,63,2019/08/16,3,0.284281499,31
S05437,G05,PL02,39,2019/08/16,1,0.63,49
S05438,G30,PL03,34,2019/08/16,3,0.310264943,51
S05439,G01,PL01,29,2019/08/16,3,0.689033685,89
S05440,G01,PL04,54,2019/08/16,2,0.43077094,63
S05441,G16,PL04,37,2019/08/17,2,0.460972468,57
S05442,G25,PL03,24,2019/08/17,1,0.346713111,33
S05443,G31,PL04,52,2019/08/17,3,0.658296773,67
S05444,G34,PL02,29,2019/08/17,3,0.563141164,99
S05445,G12,PL04,75,2019/08/17,2,0.424809148,84
S05446,G31,PL03,39,2019/08/17,2,0.491432297,67
S05447,G13,PL03,61,2019/08/17,3,0.434855446,87
S05448,G19,PL02,59,2019/08/18,3,0.693857543,44
S05449,G44,PL04,47,2019/08/18,2,0.230156604,61
S05450,G50,PL03,23,2019/08/18,2,0.309491777,33
S05451,G14,PL02,49,2019/08/18,3,0.69224495,66
S05452,G47,PL01,22,2019/08/18,3,0.618272355,54
S05453,G06,PL03,81,2019/08/18,1,0.65596918,55
S05454,G28,PL04,40,2019/08/18,1,0.293691155,38
S05455,G13,PL02,59,2019/08/19,2,0.7137488,86
S05456,G37,PL01,10,2019/08/19,1,0.496931038,74
S05457,G20,PL01,51,2019/08/19,3,0.397715088,99
S05458,G37,PL02,20,2019/08/19,3,0.55187576,89
S05459,G20,PL04,76,2019/08/19,3,0.570632441,59
S05460,G36,PL03,23,2019/08/20,2,0.749880051,80
S05461,G38,PL03,21,2019/08/20,3,0.413801179,90
S05462,G11,PL01,57,2019/08/20,3,0.203191388,56
S05463,G47,PL01,22,2019/08/20,3,0.200103317,90
S05464,G46,PL01,22,2019/08/21,2,0.337426942,74
S05465,G02,PL02,58,2019/08/21,1,0.525787073,45
S05466,G21,PL04,76,2019/08/21,3,0.57,73
S05467,G29,PL04,52,2019/08/21,1,0.473236693,71
S05468,G23,PL01,53,2019/08/21,3,0.292761957,86
S05469,G06,PL04,94,2019/08/21,3,0.608675389,89
S05470,G24,PL04,35,2019/08/21,3,0.566161076,90
S05471,G12,PL02,60,2019/08/21,1,0.331807871,55
S05472,G22,PL04,77,2019/08/22,2,0.612969513,36
S05473,G04,PL03,39,2019/08/22,2,0.67,34
S05474,G33,PL03,51,2019/08/22,1,0.437980521,63
S05475,G20,PL02,61,2019/08/22,3,0.261799443,92
S05476,G45,PL03,34,2019/08/22,3,0.320133224,57
S05477,G46,PL04,47,2019/08/22,1,0.41271927,98
S05478,G38,PL03,21,2019/08/23,2,0.549294282,88
S05479,G01,PL02,39,2019/08/23,2,0.675835566,39
S05480,G07,PL02,37,2019/08/23,3,0.475266393,94
S05481,G02,PL03,60,2019/08/23,3,0.292090705,66
S05482,G27,PL04,37,2019/08/23,3,0.625134154,51
S05483,G44,PL01,22,2019/08/23,2,0.375150002,59
S05484,G32,PL01,39,2019/08/23,2,0.547535197,63
S05485,G50,PL02,21,2019/08/23,1,0.6,94
S05486,G30,PL01,22,2019/08/23,1,0.58,65
S05487,G01,PL03,41,2019/08/23,1,0.629534716,61
S05488,G18,PL03,41,2019/08/23,2,0.708284908,96
S05489,G06,PL02,79,2019/08/24,3,0.629062142,84
S05490,G07,PL04,52,2019/08/24,3,0.699822919,51
S05491,G04,PL03,39,2019/08/24,2,0.356034804,80
S05492,G37,PL03,22,2019/08/24,1,0.679147736,90
S05493,G41,PL03,61,2019/08/24,3,0.666510075,72
S05494,G38,PL02,19,2019/08/24,2,0.55,57
S05495,G39,PL04,46,2019/08/24,3,0.73,40
S05496,G39,PL04,46,2019/08/24,2,0.29577128,66
S05497,G09,PL03,49,2019/08/24,3,0.69,92
S05498,G46,PL04,47,2019/08/24,2,0.522241919,58
S05499,G33,PL02,49,2019/08/24,2,0.258806115,66
S05500,G03,PL04,37,2019/08/25,2,0.686790244,95
S05501,G49,PL02,27,2019/08/25,3,0.441047649,81
S05502,G12,PL01,50,2019/08/25,3,0.478210721,70
S05503,G20,PL03,63,2019/08/25,1,0.325790308,72
S05504,G36,PL02,21,2019/08/25,3,0.451826801,46
S05505,G06,PL01,69,2019/08/25,3,0.413597707,41
S05506,G27,PL04,37,2019/08/25,3,0.251094454,45
S05507,G36,PL01,11,2019/08/26,2,0.63,95
S05508,G48,PL02,32,2019/08/26,2,0.403655798,74
S05509,G09,PL04,62,2019/08/26,1,0.342461334,92
S05510,G31,PL04,52,2019/08/26,2,0.39206215,99
S05511,G39,PL02,31,2019/08/26,3,0.573436373,71
S05512,G37,PL01,10,2019/08/26,1,0.601490243,63
S05513,G13,PL02,59,2019/08/26,1,0.665933838,34
S05514,G22,PL04,77,2019/08/26,2,0.286579737,92
S05515,G43,PL01,22,2019/08/27,2,0.671464936,58
S05516,G35,PL03,31,2019/08/27,2,0.35,77
S05517,G38,PL04,34,2019/08/27,2,0.744690413,55
S05518,G20,PL02,61,2019/08/27,1,0.571182996,46
S05519,G46,PL02,32,2019/08/28,2,0.347196017,68
S05520,G33,PL01,39,2019/08/28,2,0.248381447,54
S05521,G29,PL04,52,2019/08/28,2,0.370451233,81
S05522,G42,PL02,21,2019/08/28,2,0.466610023,72
S05523,G27,PL03,24,2019/08/28,1,0.651237547,77
S05524,G11,PL01,57,2019/08/28,1,0.276310166,53
S05525,G37,PL04,35,2019/08/29,3,0.380713661,65
S05526,G11,PL04,82,2019/08/29,1,0.595996284,51
S05527,G02,PL02,58,2019/08/29,1,0.596306384,30
S05528,G31,PL01,27,2019/08/29,2,0.453238874,95
S05529,G43,PL04,47,2019/08/29,3,0.580558765,42
S05530,G47,PL04,47,2019/08/29,3,0.394942584,33
S05531,G03,PL01,12,2019/08/29,2,0.399222525,83
S05532,G16,PL03,24,2019/08/29,1,0.449708615,40
S05533,G41,PL04,74,2019/08/30,2,0.486933211,47
S05534,G11,PL02,67,2019/08/30,2,0.424033875,54
S05535,G38,PL04,34,2019/08/30,3,0.43,90
S05536,G01,PL02,39,2019/08/30,2,0.736145711,78
S05537,G49,PL02,27,2019/08/30,1,0.260988528,59
S05538,G22,PL02,62,2019/08/30,1,0.5,96
S05539,G22,PL01,52,2019/08/30,3,0.366876293,54
S05540,G31,PL03,39,2019/08/30,3,0.384342317,33
S05541,G37,PL02,20,2019/08/30,1,0.302072301,93
S05542,G32,PL04,64,2019/08/30,3,0.445075981,72
S05543,G17,PL04,52,2019/08/31,3,0.358627666,58
S05544,G50,PL04,36,2019/08/31,3,0.557493862,87
S05545,G40,PL04,61,2019/08/31,2,0.487902289,45
S05546,G48,PL02,32,2019/08/31,3,0.473210773,34
S05547,G45,PL04,47,2019/08/31,3,0.49462877,57
S05548,G47,PL03,34,2019/08/31,3,0.574336401,73
S05549,G11,PL02,67,2019/08/31,3,0.219167536,56
S05550,G19,PL02,59,2019/08/31,2,0.30857895,89
S05551,G46,PL01,22,2019/09/01,2,0.61261962,59
S05552,G40,PL03,48,2019/09/01,1,0.743337425,79
S05553,G44,PL02,32,2019/09/01,2,0.531843319,93
S05554,G26,PL02,23,2019/09/01,2,0.278338847,65
S05555,G01,PL02,39,2019/09/01,2,0.64,90
S05556,G24,PL02,20,2019/09/01,1,0.308459566,73
S05557,G33,PL02,49,2019/09/01,1,0.369887748,77
S05558,G22,PL04,77,2019/09/01,2,0.263513843,35
S05559,G31,PL01,27,2019/09/01,3,0.454424725,85
S05560,G25,PL02,22,2019/09/02,3,0.525879499,32
S05561,G21,PL01,51,2019/09/02,3,0.304568018,86
S05562,G48,PL04,47,2019/09/02,1,0.54,79
S05563,G29,PL03,39,2019/09/02,3,0.361814868,58
S05564,G21,PL04,76,2019/09/02,2,0.719458781,82
S05565,G10,PL04,37,2019/09/02,3,0.34070109,90
S05566,G47,PL01,22,2019/09/03,2,0.390407663,64
S05567,G32,PL04,64,2019/09/03,2,0.705119777,82
S05568,G27,PL04,37,2019/09/03,1,0.601608551,32
S05569,G36,PL01,11,2019/09/03,3,0.595203886,57
S05570,G20,PL04,76,2019/09/03,1,0.297502988,84
S05571,G09,PL01,37,2019/09/03,3,0.222908554,31
S05572,G15,PL02,48,2019/09/03,3,0.416184567,38
S05573,G29,PL02,37,2019/09/03,2,0.467651736,87
S05574,G12,PL03,62,2019/09/03,1,0.607313449,64
S05575,G11,PL03,69,2019/09/03,3,0.670538349,78
S05576,G25,PL03,24,2019/09/03,2,0.59,80
S05577,G38,PL01,9,2019/09/04,2,0.422458019,77
S05578,G38,PL01,9,2019/09/04,2,0.203782372,78
S05579,G49,PL01,17,2019/09/05,2,0.625554382,72
S05580,G41,PL02,59,2019/09/05,3,0.401261297,62
S05581,G31,PL03,39,2019/09/05,1,0.670438247,76
S05582,G18,PL01,29,2019/09/05,2,0.257933151,77
S05583,G10,PL01,12,2019/09/05,3,0.693777539,37
S05584,G30,PL03,34,2019/09/05,3,0.677138597,94
S05585,G48,PL04,47,2019/09/05,3,0.705232765,69
S05586,G06,PL02,79,2019/09/05,1,0.334987662,46
S05587,G16,PL03,24,2019/09/05,3,0.236191704,52
S05588,G44,PL01,22,2019/09/06,2,0.661997086,79
S05589,G19,PL03,61,2019/09/06,3,0.36394677,32
S05590,G30,PL04,47,2019/09/06,2,0.232330985,33
S05591,G05,PL01,29,2019/09/06,3,0.425153301,66
S05592,G26,PL03,25,2019/09/06,2,0.593648277,41
S05593,G31,PL03,39,2019/09/06,2,0.524244872,60
S05594,G05,PL01,29,2019/09/06,1,0.6791229,85
S05595,G45,PL03,34,2019/09/06,3,0.263658099,55
S05596,G46,PL01,22,2019/09/06,2,0.31,49
S05597,G40,PL04,61,2019/09/07,3,0.440050736,38
S05598,G43,PL01,22,2019/09/07,2,0.460415721,48
S05599,G10,PL04,37,2019/09/07,2,0.264248074,48
S05600,G40,PL01,36,2019/09/07,1,0.227027438,80
S05601,G05,PL03,41,2019/09/07,1,0.25247329,75
S05602,G43,PL03,34,2019/09/07,2,0.423482759,60
S05603,G45,PL02,32,2019/09/07,1,0.736688197,30
S05604,G41,PL04,74,2019/09/07,3,0.48,83
S05605,G20,PL04,76,2019/09/08,1,0.515316035,93
S05606,G31,PL04,52,2019/09/08,3,0.593944969,44
S05607,G01,PL02,39,2019/09/08,2,0.226255132,89
S05608,G25,PL02,22,2019/09/08,1,0.732165137,61
S05609,G33,PL02,49,2019/09/08,1,0.715445654,64
S05610,G33,PL04,64,2019/09/08,3,0.214603027,39
S05611,G39,PL04,46,2019/09/09,2,0.241878262,96
S05612,G46,PL02,32,2019/09/09,2,0.571420941,82
S05613,G24,PL04,35,2019/09/09,1,0.203200649,45
S05614,G01,PL04,54,2019/09/09,3,0.477276699,73
S05615,G02,PL03,60,2019/09/09,3,0.707486166,70
S05616,G20,PL01,51,2019/09/09,3,0.632518556,58
S05617,G30,PL03,34,2019/09/09,2,0.593313735,86
S05618,G41,PL04,74,2019/09/09,2,0.311476429,96
S05619,G41,PL04,74,2019/09/10,2,0.53001993,80
S05620,G35,PL04,44,2019/09/10,1,0.457923479,59
S05621,G05,PL02,39,2019/09/10,3,0.270659568,75
S05622,G28,PL04,40,2019/09/10,2,0.424079849,34
S05623,G41,PL01,49,2019/09/10,2,0.280424844,48
S05624,G33,PL03,51,2019/09/10,2,0.569632712,51
S05625,G46,PL04,47,2019/09/10,1,0.689606775,83
S05626,G19,PL01,49,2019/09/10,1,0.662456528,39
S05627,G48,PL03,34,2019/09/10,3,0.561320959,37
S05628,G28,PL03,27,2019/09/10,2,0.240662585,45
S05629,G12,PL02,60,2019/09/10,3,0.672005798,89
S05630,G08,PL03,61,2019/09/10,1,0.521948707,85
S05631,G33,PL02,49,2019/09/11,3,0.527596667,51
S05632,G32,PL02,49,2019/09/11,2,0.432680327,43
S05633,G34,PL03,31,2019/09/11,3,0.679133631,90
S05634,G22,PL04,77,2019/09/11,3,0.276179089,81
S05635,G48,PL03,34,2019/09/11,1,0.299142741,97
S05636,G31,PL02,37,2019/09/11,2,0.539121653,54
S05637,G20,PL02,61,2019/09/11,1,0.396065644,52
S05638,G09,PL01,37,2019/09/11,1,0.703150065,50
S05639,G13,PL04,74,2019/09/11,1,0.648870249,71
S05640,G28,PL04,40,2019/09/11,1,0.656629782,88
S05641,G25,PL04,37,2019/09/11,3,0.564949353,75
S05642,G22,PL04,77,2019/09/11,3,0.39,86
S05643,G09,PL04,62,2019/09/12,2,0.603639558,71
S05644,G47,PL04,47,2019/09/12,2,0.638702003,71
S05645,G50,PL01,11,2019/09/12,3,0.298356637,64
S05646,G45,PL04,47,2019/09/12,2,0.298539392,63
S05647,G18,PL04,54,2019/09/12,1,0.497894871,49
S05648,G33,PL04,64,2019/09/12,3,0.447947949,60
S05649,G11,PL04,82,2019/09/12,3,0.727138297,36
S05650,G43,PL04,47,2019/09/12,3,0.615153682,33
S05651,G34,PL03,31,2019/09/12,1,0.222908502,31
S05652,G36,PL03,23,2019/09/12,3,0.282452475,57
S05653,G30,PL04,47,2019/09/12,3,0.718976873,55
S05654,G31,PL04,52,2019/09/12,1,0.733277613,89
S05655,G05,PL02,39,2019/09/12,2,0.403856886,67
S05656,G40,PL03,48,2019/09/12,3,0.526385751,50
S05657,G19,PL03,61,2019/09/13,2,0.480956332,72
S05658,G46,PL04,47,2019/09/13,2,0.328619402,58
S05659,G44,PL01,22,2019/09/13,3,0.408285924,31
S05660,G26,PL02,23,2019/09/13,1,0.274593464,46
S05661,G40,PL02,46,2019/09/13,1,0.557348785,31
S05662,G35,PL03,31,2019/09/13,2,0.40525624,40
S05663,G13,PL01,49,2019/09/14,3,0.3034344,91
S05664,G24,PL02,20,2019/09/14,3,0.256132709,94
S05665,G50,PL02,21,2019/09/14,1,0.272113055,36
S05666,G46,PL03,34,2019/09/14,1,0.552510153,65
S05667,G30,PL04,47,2019/09/14,3,0.279203996,71
S05668,G43,PL04,47,2019/09/14,3,0.297914199,57
S05669,G19,PL04,74,2019/09/14,1,0.325486025,52
S05670,G30,PL03,34,2019/09/14,2,0.398837198,61
S05671,G48,PL04,47,2019/09/14,2,0.203533064,88
S05672,G41,PL04,74,2019/09/15,2,0.572828014,83
S05673,G26,PL03,25,2019/09/15,1,0.440382626,100
S05674,G50,PL01,11,2019/09/15,2,0.303186585,64
S05675,G50,PL04,36,2019/09/15,3,0.21516831,55
S05676,G13,PL04,74,2019/09/15,3,0.374878653,74
S05677,G28,PL04,40,2019/09/15,3,0.252689981,81
S05678,G38,PL02,19,2019/09/15,2,0.451715043,42
S05679,G26,PL02,23,2019/09/16,2,0.497026901,99
S05680,G36,PL01,11,2019/09/16,1,0.615983417,92
S05681,G28,PL02,25,2019/09/16,1,0.271496917,91
S05682,G09,PL02,47,2019/09/16,3,0.729958977,37
S05683,G43,PL01,22,2019/09/16,3,0.424872951,66
S05684,G11,PL03,69,2019/09/16,2,0.55,99
S05685,G02,PL04,73,2019/09/16,2,0.417236072,65
S05686,G43,PL01,22,2019/09/16,3,0.702859311,65
S05687,G21,PL02,61,2019/09/16,2,0.609680048,70
S05688,G02,PL01,48,2019/09/17,3,0.312190085,81
S05689,G12,PL03,62,2019/09/17,3,0.511438791,38
S05690,G10,PL02,22,2019/09/17,2,0.502619725,45
S05691,G23,PL02,63,2019/09/17,1,0.521803323,98
S05692,G40,PL03,48,2019/09/17,2,0.215425157,63
S05693,G01,PL03,41,2019/09/17,3,0.406629032,45
S05694,G29,PL04,52,2019/09/17,3,0.453670084,68
S05695,G30,PL04,47,2019/09/17,1,0.483729019,30
S05696,G50,PL04,36,2019/09/17,1,0.564186026,64
S05697,G12,PL04,75,2019/09/18,2,0.64183679,72
S05698,G36,PL03,23,2019/09/18,2,0.294272956,34
S05699,G19,PL01,49,2019/09/18,3,0.35937061,30
S05700,G50,PL01,11,2019/09/18,3,0.624131862,40
S05701,G33,PL04,64,2019/09/18,2,0.200685509,87
S05702,G07,PL04,52,2019/09/18,2,0.32,83
S05703,G35,PL04,44,2019/09/18,3,0.229535714,87
S05704,G19,PL04,74,2019/09/19,3,0.268719689,54
S05705,G37,PL02,20,2019/09/19,2,0.206530846,41
S05706,G47,PL01,22,2019/09/19,1,0.365741032,60
S05707,G18,PL01,29,2019/09/19,2,0.297533548,77
S05708,G25,PL04,37,2019/09/19,2,0.405611943,31
S05709,G33,PL01,39,2019/09/19,3,0.204900688,62
S05710,G37,PL04,35,2019/09/19,2,0.23565833,39
S05711,G19,PL04,74,2019/09/20,2,0.399859983,88
S05712,G32,PL02,49,2019/09/20,2,0.72733126,74
S05713,G27,PL04,37,2019/09/20,2,0.686882025,63
S05714,G19,PL02,59,2019/09/20,3,0.377797613,37
S05715,G13,PL01,49,2019/09/20,3,0.694150073,64
S05716,G31,PL01,27,2019/09/20,1,0.234581145,71
S05717,G34,PL01,19,2019/09/21,1,0.365195686,77
S05718,G11,PL03,69,2019/09/21,1,0.512969301,36
S05719,G10,PL03,24,2019/09/21,2,0.375120609,69
S05720,G28,PL04,40,2019/09/21,3,0.644262011,42
S05721,G24,PL04,35,2019/09/21,1,0.346918883,57
S05722,G11,PL02,67,2019/09/21,3,0.61,41
S05723,G45,PL02,32,2019/09/21,1,0.276841911,96
S05724,G42,PL04,36,2019/09/21,3,0.294476931,73
S05725,G33,PL02,49,2019/09/21,2,0.485975783,69
S05726,G10,PL02,22,2019/09/21,2,0.694688051,49
S05727,G23,PL01,53,2019/09/21,2,0.56898238,40
S05728,G20,PL01,51,2019/09/21,1,0.547075861,49
S05729,G41,PL02,59,2019/09/22,2,0.742778494,84
S05730,G34,PL04,44,2019/09/22,1,0.324499625,75
S05731,G25,PL01,12,2019/09/22,2,0.677292129,83
S05732,G48,PL02,32,2019/09/22,3,0.365070056,38
S05733,G32,PL02,49,2019/09/22,2,0.434428683,39
S05734,G23,PL02,63,2019/09/22,2,0.348335236,51
S05735,G34,PL02,29,2019/09/22,2,0.687616419,92
S05736,G34,PL01,19,2019/09/22,1,0.743729804,39
S05737,G08,PL04,74,2019/09/22,2,0.482042661,54
S05738,G39,PL04,46,2019/09/22,2,0.437793803,85
S05739,G08,PL04,74,2019/09/22,2,0.511425741,90
S05740,G23,PL04,78,2019/09/22,2,0.400119745,87
S05741,G19,PL03,61,2019/09/23,1,0.501863934,95
S05742,G15,PL04,63,2019/09/23,1,0.681063588,62
S05743,G13,PL04,74,2019/09/23,2,0.707120162,77
S05744,G29,PL03,39,2019/09/23,2,0.674092662,74
S05745,G01,PL03,41,2019/09/23,1,0.564967572,49
S05746,G42,PL01,11,2019/09/23,1,0.44895075,47
S05747,G24,PL04,35,2019/09/23,1,0.653185008,84
S05748,G43,PL03,34,2019/09/23,2,0.462073779,93
S05749,G10,PL01,12,2019/09/23,2,0.677131433,72
S05750,G06,PL01,69,2019/09/23,2,0.369812896,91
S05751,G14,PL01,39,2019/09/23,3,0.61,70
S05752,G22,PL02,62,2019/09/23,1,0.245217378,34
S05753,G29,PL01,27,2019/09/23,3,0.642362301,67
S05754,G15,PL04,63,2019/09/23,3,0.329019638,77
S05755,G09,PL02,47,2019/09/24,1,0.207510858,50
S05756,G19,PL02,59,2019/09/24,3,0.625904166,98
S05757,G42,PL01,11,2019/09/24,3,0.420860877,84
S05758,G30,PL01,22,2019/09/24,3,0.622793472,98
S05759,G33,PL04,64,2019/09/24,1,0.285010024,63
S05760,G48,PL04,47,2019/09/25,3,0.25881885,78
S05761,G26,PL04,38,2019/09/25,3,0.478907429,91
S05762,G39,PL04,46,2019/09/25,3,0.704033028,94
S05763,G34,PL02,29,2019/09/25,1,0.440033367,86
S05764,G05,PL01,29,2019/09/25,1,0.596098852,64
S05765,G02,PL01,48,2019/09/25,1,0.305625232,69
S05766,G33,PL01,39,2019/09/25,1,0.23280875,44
S05767,G24,PL04,35,2019/09/25,3,0.746020383,67
S05768,G19,PL01,49,2019/09/26,2,0.44128571,92
S05769,G03,PL03,24,2019/09/26,1,0.664214644,87
S05770,G36,PL01,11,2019/09/26,3,0.326670254,89
S05771,G12,PL01,50,2019/09/26,3,0.265538591,76
S05772,G13,PL01,49,2019/09/26,1,0.57,62
S05773,G43,PL02,32,2019/09/26,3,0.336415678,38
S05774,G21,PL04,76,2019/09/26,1,0.219506218,37
S05775,G44,PL01,22,2019/09/27,1,0.30313222,79
S05776,G36,PL01,11,2019/09/27,1,0.434320791,63
S05777,G10,PL02,22,2019/09/27,2,0.523418061,82
S05778,G13,PL04,74,2019/09/27,1,0.333390774,81
S05779,G16,PL01,12,2019/09/27,2,0.549633383,99
S05780,G34,PL01,19,2019/09/27,3,0.51725373,46
S05781,G30,PL04,47,2019/09/27,3,0.43,59
S05782,G13,PL02,59,2019/09/27,1,0.495360208,92
S05783,G42,PL03,23,2019/09/27,3,0.41262916,53
S05784,G44,PL03,34,2019/09/27,1,0.657450461,49
S05785,G22,PL04,77,2019/09/28,1,0.605228099,84
S05786,G45,PL04,47,2019/09/28,2,0.531960535,61
S05787,G39,PL02,31,2019/09/28,3,0.465291877,74
S05788,G13,PL04,74,2019/09/28,1,0.358103899,31
S05789,G31,PL04,52,2019/09/28,1,0.569946923,71
S05790,G50,PL02,21,2019/09/28,3,0.308651059,54
S05791,G34,PL03,31,2019/09/28,2,0.742467758,86
S05792,G50,PL01,11,2019/09/29,1,0.537515777,65
S05793,G16,PL03,24,2019/09/29,1,0.481226275,77
S05794,G04,PL03,39,2019/09/29,1,0.202149047,89
S05795,G22,PL04,77,2019/09/29,1,0.326389845,70
S05796,G10,PL03,24,2019/09/29,2,0.522044131,35
S05797,G47,PL03,34,2019/09/29,2,0.433865432,95
S05798,G03,PL02,22,2019/09/29,2,0.559519528,87
S05799,G26,PL03,25,2019/09/29,2,0.35,95
S05800,G32,PL01,39,2019/09/29,1,0.390411597,60
S05801,G30,PL02,32,2019/09/30,2,0.633655011,61
S05802,G40,PL04,61,2019/09/30,2,0.661921679,70
S05803,G14,PL02,49,2019/09/30,2,0.280508401,89
S05804,G25,PL03,24,2019/09/30,1,0.46,76
S05805,G10,PL01,12,2019/09/30,2,0.217380422,72
S05806,G22,PL01,52,2019/09/30,1,0.222040788,83
S05807,G41,PL01,49,2019/09/30,1,0.66289674,81
S05808,G25,PL04,37,2019/09/30,3,0.743134525,82
S05809,G11,PL02,67,2019/09/30,2,0.497852699,81
S05810,G10,PL01,12,2019/10/01,1,0.39109395,55
S05811,G32,PL01,39,2019/10/01,3,0.74,56
S05812,G21,PL02,61,2019/10/01,1,0.748317605,77
S05813,G23,PL04,78,2019/10/01,3,0.33,83
S05814,G04,PL04,52,2019/10/01,1,0.574260837,31
S05815,G38,PL01,9,2019/10/01,3,0.422090418,92
S05816,G33,PL03,51,2019/10/01,2,0.518092108,74
S05817,G25,PL04,37,2019/10/01,3,0.432679341,37
S05818,G28,PL04,40,2019/10/01,3,0.632151334,55
S05819,G38,PL03,21,2019/10/01,2,0.554833978,72
S05820,G21,PL01,51,2019/10/01,1,0.431049778,42
S05821,G01,PL03,41,2019/10/01,3,0.239577449,87
S05822,G24,PL02,20,2019/10/02,1,0.303910447,58
S05823,G43,PL02,32,2019/10/02,1,0.75,96
S05824,G06,PL04,94,2019/10/02,1,0.500197978,84
S05825,G16,PL01,12,2019/10/02,2,0.382901602,53
